id,nome_carta,raridade,mana,ataque,vida,codigo_efeito,descricao,elemento
cb068893-6065-4437-9cdc-0a23dba9d833,Barão Sanguinário,rare,0,2600,0,RARE_005,Sem descrição,Civil
6fbf1647-cb10-4377-8ecf-53e1ddcd721a,Bruxa Áquatica,rare,0,2300,0,RARE_011,Sem descrição,Bestiario
dea23a53-7bb3-4882-afa6-e99407fa6f58,Canoleta,rare,0,1000,0,RARE_036,Sem descrição,Civil
6e95b40e-e28f-4669-b202-22ca72cb5791,Casa das Lágrimas,rare,0,2800,0,RARE_030,Sem descrição,Bestiario
65c75b95-f0d6-4e59-8c99-ed628653d45e,Centopéia Gigante,rare,0,1800,0,RARE_017,Sem descrição,Bestiario
179e60f0-be17-4930-b884-341182fc1833,Cérbero da Caçada Selvagem,rare,0,2900,0,RARE_012,Sem descrição,Bestiario
6ff7b791-60f2-4787-9aa0-bc179ee40a37,Cerlinna a Alpor,rare,0,1800,0,RARE_050,Sem descrição,Vampiro
e93c8483-00d5-4b23-92ce-5ac15e1cc345,Cerys,rare,0,3000,0,RARE_003,Sem descrição,Civil
e3e7209a-485b-43c8-a4ce-47053e4f41e0,Ciclope,rare,0,1500,0,RARE_020,Sem descrição,Bestiario
11fd40fa-587d-4d7f-aa69-934dce00ca5e,Dama da Peste,rare,0,2500,0,RARE_059,Sem descrição,Bestiario
ae2fc8d1-6390-453f-b984-e324fbed6ac9,Dama de Ferro,rare,0,2500,0,RARE_043,Sem descrição,Civil
431c3cda-33cf-4860-9892-c2f274cb39d9,Danvis Vampiro Coveiro,rare,0,2500,0,RARE_038,Sem descrição,Vampiro
772fdd16-861f-4b8f-8974-69b00e0c3e66,Darion da Escola do Gato,rare,0,2000,0,EXTRA_RARE_07,Sem descrição,Witcher
117be7df-2666-4eb2-85fe-498b97a9378a,Demônio,rare,0,2000,0,RARE_023,Sem descrição,Bestiario
4f17311a-ad66-4e16-a12d-c887070b6b05,Diana de Tauren,rare,0,2750,0,RARE_027,Sem descrição,Civil
c8f62192-19c2-46cf-a819-772a0fc1cc74,Dismas da Escola da Manticora,rare,0,1500,0,EXTRA_RARE_08,Sem descrição,Witcher
007fca25-b793-43d4-81ad-c96126adfc5e,DROGODAR,rare,0,2600,0,RARE_002,Sem descrição,Civil
71a5cf75-093b-4333-873b-3d9f6463321c,Enel Ducat - Agente de Inteligencia,rare,0,700,0,RARE_055,Sem descrição,Civil
951c0b8e-a3de-4d52-9afd-8659459dfbd5,Etéreo,rare,0,2000,0,RARE_035,Sem descrição,Bestiario
23fadb63-8245-4893-abcd-12a1a26ac92a,Feitiçeira Jhenny,rare,0,2800,0,RARE_021,Sem descrição,M&F
